Notes,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Race,Race Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,Ohio,39,2009,2009,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,110,1244486,8.8
,Ohio,39,2009,2009,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,751932,3.7
,Ohio,39,2009,2009,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,492218,Unreliable
,Ohio,39,2010,2010,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,157,1291687,12.2
,Ohio,39,2010,2010,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,194641,Unreliable
,Ohio,39,2010,2010,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,363,1168253,31.1
,Ohio,39,2010,2010,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,186525,12.9
,Ohio,39,2010,2010,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,411,1251320,32.8
,Ohio,39,2010,2010,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,201843,29.7
,Ohio,39,2010,2010,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,496,1508328,32.9
,Ohio,39,2010,2010,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,41,147488,27.8
,Ohio,39,2010,2010,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,197,1282507,15.4
,Ohio,39,2010,2010,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,761259,3.4
,Ohio,39,2010,2010,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,490550,Unreliable
,Ohio,39,2011,2011,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,137,1281701,10.7
,Ohio,39,2011,2011,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,197196,12.7
,Ohio,39,2011,2011,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,401,1180941,34
,Ohio,39,2011,2011,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,184487,15.2
,Ohio,39,2011,2011,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,421,1220184,34.5
,Ohio,39,2011,2011,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,199352,28.6
,Ohio,39,2011,2011,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,595,1478542,40.2
,Ohio,39,2011,2011,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,49,156400,31.3
,Ohio,39,2011,2011,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,218,1335767,16.3
,Ohio,39,2011,2011,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,777654,4.4
,Ohio,39,2011,2011,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,487749,Unreliable
,Ohio,39,2011,2011,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,220718,Unreliable
,Ohio,39,2012,2012,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,147,1274827,11.5
,Ohio,39,2012,2012,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,199383,Unreliable
,Ohio,39,2012,2012,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,471,1184700,39.8
,Ohio,39,2012,2012,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,183545,14.7
,Ohio,39,2012,2012,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,473,1199994,39.4
,Ohio,39,2012,2012,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,79,195608,40.4
,Ohio,39,2012,2012,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,553,1445093,38.3
,Ohio,39,2012,2012,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,45,161403,27.9
,Ohio,39,2012,2012,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,235,1343736,17.5
,Ohio,39,2012,2012,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,33,827818,4
,Ohio,39,2013,2013,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,154,1269280,12.1
,Ohio,39,2013,2013,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,204150,16.7
,Ohio,39,2013,2013,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,522,1195915,43.6
,Ohio,39,2013,2013,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,183564,18.5
,Ohio,39,2013,2013,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,494,1187203,41.6
,Ohio,39,2013,2013,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,76,191074,39.8
,Ohio,39,2013,2013,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,594,1408639,42.2
,Ohio,39,2013,2013,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,73,165983,44
,Ohio,39,2013,2013,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,259,1364325,19
,Ohio,39,2013,2013,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,86752,Unreliable
,Ohio,39,2013,2013,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,49,863906,5.7
,Ohio,39,2013,2013,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,485524,Unreliable
,Ohio,39,2013,2013,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,227925,Unreliable
,Ohio,39,2014,2014,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,261805,Unreliable
,Ohio,39,2014,2014,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,214,1255519,17
,Ohio,39,2014,2014,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,43,210323,20.4
,Ohio,39,2014,2014,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,640,1206029,53.1
,Ohio,39,2014,2014,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,184875,25.4
,Ohio,39,2014,2014,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,637,1173932,54.3
,Ohio,39,2014,2014,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,188093,33.5
,Ohio,39,2014,2014,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,592,1378102,43
,Ohio,39,2014,2014,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,73,170493,42.8
,Ohio,39,2014,2014,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,327,1379058,23.7
,Ohio,39,2014,2014,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,91530,Unreliable
,Ohio,39,2014,2014,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,898686,5.6
,Ohio,39,2014,2014,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,488209,Unreliable
,Ohio,39,2015,2015,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,261196,Unreliable
,Ohio,39,2015,2015,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,245,1242464,19.7
,Ohio,39,2015,2015,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,64,217597,29.4
,Ohio,39,2015,2015,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,805,1213350,66.3
,Ohio,39,2015,2015,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,73,185599,39.3
,Ohio,39,2015,2015,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,777,1161491,66.9
,Ohio,39,2015,2015,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,67,186484,35.9
,Ohio,39,2015,2015,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,684,1351991,50.6
,Ohio,39,2015,2015,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,86,174464,49.3
,Ohio,39,2015,2015,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,370,1392815,26.6
,Ohio,39,2015,2015,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,96121,Unreliable
,Ohio,39,2015,2015,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,71,931702,7.6
,Ohio,39,2015,2015,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,489710,Unreliable
,Ohio,39,2016,2016,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,258742,9.7
,Ohio,39,2016,2016,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,341,1230308,27.7
,Ohio,39,2016,2016,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,94,226518,41.5
,Ohio,39,2016,2016,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1083,1220810,88.7
,Ohio,39,2016,2016,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,87,184517,47.2
,Ohio,39,2016,2016,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,975,1144623,85.2
,Ohio,39,2016,2016,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,89,184891,48.1
,Ohio,39,2016,2016,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,866,1323142,65.5
,Ohio,39,2016,2016,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,106,176531,60
,Ohio,39,2016,2016,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,516,1399875,36.9
,Ohio,39,2016,2016,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,31,100697,30.8
,Ohio,39,2016,2016,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,65,962508,6.8
,Ohio,39,2016,2016,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,494715,Unreliable
,Ohio,39,2016,2016,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,231295,Unreliable
,Ohio,39,2017,2017,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,256212,17.2
,Ohio,39,2017,2017,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,335,1223975,27.4
,Ohio,39,2017,2017,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,116,236489,49.1
,Ohio,39,2017,2017,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1255,1223707,102.6
,Ohio,39,2017,2017,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,148,185833,79.6
,Ohio,39,2017,2017,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1171,1141819,102.6
,Ohio,39,2017,2017,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,125,183782,68
,Ohio,39,2017,2017,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,991,1293887,76.6
,Ohio,39,2017,2017,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,146,178781,81.7
,Ohio,39,2017,2017,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,587,1402824,41.8
,Ohio,39,2017,2017,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,105728,35
,Ohio,39,2017,2017,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,85,995649,8.5
,Ohio,39,2017,2017,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,507698,Unreliable
,Ohio,39,2018,2018,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,252508,10.7
,Ohio,39,2018,2018,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,232,1213666,19.1
,Ohio,39,2018,2018,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,134,245746,54.5
,Ohio,39,2018,2018,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,953,1231599,77.4
,Ohio,39,2018,2018,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,110,188190,58.5
,Ohio,39,2018,2018,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,977,1146074,85.2
,Ohio,39,2018,2018,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,83,182020,45.6
,Ohio,39,2018,2018,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,674,1259348,53.5
,Ohio,39,2018,2018,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,121,180296,67.1
,Ohio,39,2018,2018,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,495,1399083,35.4
,Ohio,39,2018,2018,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,52,109755,47.4
,Ohio,39,2018,2018,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,67,1020373,6.6
,Ohio,39,2018,2018,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,527902,Unreliable
,Ohio,39,2019,2019,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,46,250017,18.4
,Ohio,39,2019,2019,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,214,1202687,17.8
,Ohio,39,2019,2019,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,134,252769,53
,Ohio,39,2019,2019,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,971,1234632,78.6
,Ohio,39,2019,2019,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,154,190350,80.9
,Ohio,39,2019,2019,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,989,1148619,86.1
,Ohio,39,2019,2019,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,117,179226,65.3
,Ohio,39,2019,2019,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,732,1223402,59.8
,Ohio,39,2019,2019,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,160,180637,88.6
,Ohio,39,2019,2019,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,520,1390874,37.4
,Ohio,39,2019,2019,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,51,114957,44.4
,Ohio,39,2019,2019,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,99,1053125,9.4
,Ohio,39,2019,2019,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,538547,Unreliable
,Ohio,39,2019,2019,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,231020,Unreliable
,Oklahoma,40,1999,1999,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,360585,8.9
,Oklahoma,40,1999,1999,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,59,434233,13.6
,Oklahoma,40,1999,1999,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,375644,9.3
,Oklahoma,40,1999,1999,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,272340,Unreliable
,Oklahoma,40,2000,2000,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,397914,Unreliable
,Oklahoma,40,2000,2000,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,358517,9.8
,Oklahoma,40,2000,2000,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,91,429391,21.2
,Oklahoma,40,2000,2000,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,52,383657,13.6
,Oklahoma,40,2000,2000,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,275767,Unreliable
,Oklahoma,40,2001,2001,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,404532,6.2
,Oklahoma,40,2001,2001,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,352697,11.1
,Oklahoma,40,2001,2001,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,86,420313,20.5
,Oklahoma,40,2001,2001,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,59,396932,14.9
,Oklahoma,40,2001,2001,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,280779,Unreliable
,Oklahoma,40,2002,2002,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,407814,Unreliable
,Oklahoma,40,2002,2002,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,352945,9.9
,Oklahoma,40,2002,2002,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,410623,16.6
,Oklahoma,40,2002,2002,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,66,399315,16.5
,Oklahoma,40,2002,2002,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,295598,6.8
,Oklahoma,40,2003,2003,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,408477,9.5
,Oklahoma,40,2003,2003,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,351981,14.2
,Oklahoma,40,2003,2003,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,39847,Unreliable
,Oklahoma,40,2003,2003,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,115,400738,28.7
,Oklahoma,40,2003,2003,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,109,404645,26.9
,Oklahoma,40,2003,2003,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,306034,7.5
,Oklahoma,40,2003,2003,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,216547,Unreliable
,Oklahoma,40,2004,2004,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,51,409601,12.5
,Oklahoma,40,2004,2004,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,353499,15.8
,Oklahoma,40,2004,2004,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,140,392922,35.6
,Oklahoma,40,2004,2004,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,120,409128,29.3
,Oklahoma,40,2004,2004,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,316061,10.8
,Oklahoma,40,2005,2005,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,45,407347,11
,Oklahoma,40,2005,2005,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,45143,Unreliable
,Oklahoma,40,2005,2005,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,64,355908,18
,Oklahoma,40,2005,2005,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,43656,Unreliable
,Oklahoma,40,2005,2005,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,114,386388,29.5
,Oklahoma,40,2005,2005,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,133,415874,32
,Oklahoma,40,2005,2005,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,325685,11.4
,Oklahoma,40,2006,2006,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,405132,12.3
,Oklahoma,40,2006,2006,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,46411,Unreliable
,Oklahoma,40,2006,2006,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,79,361819,21.8
,Oklahoma,40,2006,2006,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,44277,45.2
,Oklahoma,40,2006,2006,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,139,382201,36.4
,Oklahoma,40,2006,2006,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,41992,47.6
,Oklahoma,40,2006,2006,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,150,423018,35.5
,Oklahoma,40,2006,2006,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,36,336870,10.7
,Oklahoma,40,2006,2006,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,224696,Unreliable
,Oklahoma,40,2007,2007,15-24 years,15-24,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,65369,Unreliable
,Oklahoma,40,2007,2007,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,403286,14.9
,Oklahoma,40,2007,2007,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,48211,Unreliable
,Oklahoma,40,2007,2007,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,120,369592,32.5
,Oklahoma,40,2007,2007,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,44647,Unreliable
,Oklahoma,40,2007,2007,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,38533,Unreliable
,Oklahoma,40,2007,2007,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,146,377161,38.7
,Oklahoma,40,2007,2007,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,43105,Unreliable
,Oklahoma,40,2007,2007,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,38382,Unreliable
,Oklahoma,40,2007,2007,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,161,427684,37.6
,Oklahoma,40,2007,2007,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,62,346430,17.9
,Oklahoma,40,2007,2007,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,228911,Unreliable
,Oklahoma,40,2008,2008,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,399916,14.5
,Oklahoma,40,2008,2008,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,50522,41.6
,Oklahoma,40,2008,2008,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,69,376660,18.3
,Oklahoma,40,2008,2008,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,44979,Unreliable
,Oklahoma,40,2008,2008,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,101,370255,27.3
,Oklahoma,40,2008,2008,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,44223,Unreliable
,Oklahoma,40,2008,2008,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,183,431133,42.4
,Oklahoma,40,2008,2008,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,46,355072,13
,Oklahoma,40,2008,2008,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,235280,Unreliable
,Oklahoma,40,2009,2009,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,398283,14.3
